basin,date,lat,lon,gear,sci_name,species,n
Calcasieu,9/28/1999,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,9/28/1999,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,9/28/1999,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,11/22/1999,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,1/25/2000,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,4/17/2000,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,4/25/2000,29.83472,-93.37306,Gillnet,Arius Felis,Sea Catfish,2
Calcasieu,4/25/2000,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,4/25/2000,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,4/25/2000,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,5/15/2000,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,5/22/2000,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,6/26/2000,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,6/26/2000,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,6/26/2000,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,4
Calcasieu,7/6/2000,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/17/2000,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,4
Calcasieu,8/7/2000,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,9/18/2000,29.83472,-93.37306,Gillnet,Chaetodipterus Faber,Atlantic Spadefish,1
Calcasieu,9/18/2000,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,9/27/2000,29.83472,-93.37306,Gillnet,Archosargus Probatocephalus,Sheepshead,1
Calcasieu,1/25/2001,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2/19/2001,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,4/19/2001,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,4/26/2001,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,10
Calcasieu,5/9/2001,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,5/29/2001,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/25/2001,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/25/2001,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,7/5/2001,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,7/9/2001,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/21/2001,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/26/2001,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/26/2001,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,11/26/2001,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,12/10/2001,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,3/18/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,3/18/2002,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,5/21/2002,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,5/21/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/28/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/12/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/17/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/17/2002,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,7/23/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/23/2002,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,8/26/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,8/26/2002,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,8/27/2002,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,8/27/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,9/30/2002,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,10/16/2002,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,11/20/2002,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,12/16/2002,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,3/17/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,13
Calcasieu,4/14/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,4/14/2003,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,4/28/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,5/28/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/3/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/3/2003,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,6/3/2003,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,6/19/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/7/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/22/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,7/22/2003,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,8/6/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/19/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,9/23/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,10/6/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,12/9/2003,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,3/17/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,3/17/2004,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,4/7/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,5/11/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,5/11/2004,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,5/19/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,7/19/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,7/22/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,9/14/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,10/1/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,11/16/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,9
Calcasieu,12/7/2004,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,2/11/2005,29.83472,-93.37306,Gillnet,Paralichthys Lethostigma,Southern Flounder,1
Calcasieu,3/21/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,34
Calcasieu,4/12/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,4/19/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,5/6/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,5/11/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,11
Calcasieu,6/7/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,6/14/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,8/9/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,8/9/2005,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,8/25/2005,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,11/30/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,11/30/2005,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,12/12/2005,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2/8/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,3/28/2006,29.83472,-93.37306,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,3/28/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,4/12/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,4/25/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/2/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/23/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,6/6/2006,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,4
Calcasieu,6/6/2006,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,25
Calcasieu,6/6/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,6/6/2006,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,6/30/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/18/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/28/2006,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,7/28/2006,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,9/27/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,10/10/2006,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,11/17/2006,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,2/22/2007,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,4/11/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,4/20/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,5/22/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/30/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/5/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,6/20/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,6/20/2007,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,7/9/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/24/2007,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,8/7/2007,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,9/20/2007,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,9/27/2007,29.83472,-93.37306,Gillnet,Bairdiella Chrysoura,Silver Perch,1
Calcasieu,9/27/2007,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,10/3/2007,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,1/22/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,13
Calcasieu,2/15/2008,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,3/26/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,4/8/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,11
Calcasieu,4/22/2008,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,5/13/2008,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,6/3/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/25/2008,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,7/25/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/6/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/20/2008,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,12/15/2008,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,1/22/2009,29.83472,-93.37306,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,1/22/2009,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,3/11/2009,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,12
